E42,M,9,MATURE,HIGHWAY,1895,2,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E44,O,48,MATURE,HIGHWAY,1896,2,G,THROUGH,STEEL,LONG,F,SUSPEN
E43,M,7,MATURE,HIGHWAY,1896,2,G,THROUGH,STEEL,LONG,F,ARCH
E46,A,37,MATURE,RR,1897,2,G,DECK,STEEL,LONG,F,SIMPLE-T
E45,M,14,MATURE,RR,1897,?,G,THROUGH,STEEL,?,F,SIMPLE-T
E47,M,15,MATURE,RR,1898,2,G,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E58,A,33,MATURE,HIGHWAY,1900,2,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E48,A,38,MATURE,HIGHWAY,1900,2,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E94,M,13,MATURE,RR,1901,2,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E49,A,34,MATURE,HIGHWAY,1902,2,G,THROUGH,STEEL,MEDIUM,F,CANTILEV
E95,M,16,MATURE,RR,1903,2,G,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E87,A,35,MATURE,RR,1903,2,G,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E51,M,6,MATURE,RR,1903,2,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E50,M,21,MATURE,RR,1903,?,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E89,M,4,MATURE,RR,1904,2,G,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E53,A,28,MATURE,RR,1904,4,G,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E52,M,2,MATURE,RR,1904,?,G,THROUGH,STEEL,LONG,F,CANTILEV
E54,Y,?,MATURE,HIGHWAY,1908,?,G,?,STEEL,MEDIUM,F,SIMPLE-T
E56,M,23,MATURE,HIGHWAY,1909,?,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E55,A,36,MATURE,HIGHWAY,1909,2,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E57,O,49,MATURE,RR,1910,2,G,THROUGH,STEEL,LONG,F,CANTILEV
E59,O,43,MATURE,HIGHWAY,1911,2,G,THROUGH,STEEL,LONG,F,CANTILEV
E107,A,39,MATURE,RR,1914,?,G,?,STEEL,?,F,NIL
E92,M,10,MATURE,RR,1914,?,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E61,O,41,MATURE,RR,1915,2,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E60,A,24,MATURE,HIGHWAY,1915,4,G,THROUGH,STEEL,LONG,F,SIMPLE-T
E62,A,37,MATURE,RR,1918,2,N,DECK,STEEL,LONG,F,CONT-T
E63,A,31,MATURE,RR,1920,2,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E65,A,30,MATURE,WALK,1921,?,G,THROUGH,STEEL,?,F,SUSPEN
E64,A,29,MATURE,HIGHWAY,1923,4,G,THROUGH,STEEL,MEDIUM,F,ARCH
E66,A,32,MATURE,HIGHWAY,1924,4,G,THROUGH,STEEL,MEDIUM,S,ARCH
E70,A,27,MATURE,HIGHWAY,1926,4,G,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E69,A,26,MATURE,HIGHWAY,1926,4,G,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E101,O,46,MATURE,HIGHWAY,1927,2,G,THROUGH,STEEL,LONG,S-F,CANTILEV
E73,A,38,MATURE,HIGHWAY,1927,?,G,THROUGH,STEEL,MEDIUM,S,ARCH
E72,M,5,MATURE,HIGHWAY,1927,4,N,DECK,STEEL,MEDIUM,S-F,CANTILEV
E67,M,1,MATURE,HIGHWAY,1927,4,G,THROUGH,STEEL,LONG,F,CANTILEV
E75,A,30,MATURE,HIGHWAY,1928,4,G,DECK,STEEL,MEDIUM,F,ARCH
E74,M,20,MATURE,HIGHWAY,1928,2,G,DECK,STEEL,MEDIUM,S-F,CANTILEV
E71,A,25,MATURE,HIGHWAY,1928,4,G,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E68,M,17,MATURE,HIGHWAY,1928,2,G,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E78,O,40,MATURE,HIGHWAY,1931,4,G,THROUGH,STEEL,LONG,F,ARCH
E77,O,42,MATURE,HIGHWAY,1931,4,N,THROUGH,STEEL,LONG,F,ARCH
E76,M,6,MATURE,HIGHWAY,1931,4,G,THROUGH,STEEL,LONG,F,SUSPEN
E93,M,11,MATURE,HIGHWAY,1937,4,N,DECK,STEEL,LONG,S-F,CONT-T
E79,A,34,MATURE,HIGHWAY,1939,4,G,DECK,STEEL,MEDIUM,F,CANTILEV
E108,A,39.5,MODERN,HIGHWAY,1945,4,G,DECK,STEEL,MEDIUM,S-F,CONT-T
E107N,A,39.7,MODERN,RR,1945,2,G,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E105,A,38.5,MODERN,HIGHWAY,1945,2,N,DECK,STEEL,MEDIUM,S-F,CONT-T
E103,O,48,MODERN,HIGHWAY,1945,2,G,THROUGH,STEEL,LONG,F,CANTILEV
E97,Y,52,MODERN,HIGHWAY,1945,?,G,THROUGH,STEEL,MEDIUM,S,ARCH
E96,Y,51,MODERN,RR,1945,?,G,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E99,M,23,MODERN,HIGHWAY,1950,2,G,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E98,M,22,MODERN,HIGHWAY,1951,4,G,THROUGH,STEEL,MEDIUM,F,CONT-T
E81,M,14,MODERN,HIGHWAY,1951,4,G,DECK,STEEL,LONG,F,CONT-T
E80,M,19,MODERN,HIGHWAY,1951,4,G,THROUGH,STEEL,LONG,F,CANTILEV
E88,A,37,MODERN,HIGHWAY,1955,4,N,DECK,STEEL,LONG,F,CONT-T
E82,O,42,MODERN,HIGHWAY,1955,?,G,THROUGH,STEEL,?,F,SIMPLE-T
E102,O,47,MODERN,HIGHWAY,1959,2,G,THROUGH,STEEL,LONG,F,CONT-T
E83,M,1,MODERN,HIGHWAY,1959,6,G,THROUGH,STEEL,LONG,F,ARCH
E86,A,33,MODERN,HIGHWAY,1961,4,G,DECK,STEEL,MEDIUM,S-F,CONT-T
E85,M,9,MODERN,HIGHWAY,1962,4,G,DECK,STEEL,LONG,F,CONT-T
E84,A,24,MODERN,HIGHWAY,1969,6,G,THROUGH,STEEL,MEDIUM,F,ARCH
E91,O,44,MODERN,HIGHWAY,1975,6,G,THROUGH,STEEL,LONG,F,ARCH
E90,M,7,MODERN,HIGHWAY,1978,6,G,THROUGH,STEEL,LONG,F,ARCH
E100,O,43,MODERN,HIGHWAY,1982,?,G,?,?,?,F,?
E109,A,28,MODERN,HIGHWAY,1986,?,G,?,?,?,F,?
